"Organization Name","Is Verified Organization","File Name","File Path","Is Verified Document","Created","Message","Error Message"
"Dev Test","Yes","el.txt","documents/7-Zip/Lang/el.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","eo.txt","documents/7-Zip/Lang/eo.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","es.txt","documents/7-Zip/Lang/es.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","et.txt","documents/7-Zip/Lang/et.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","eu.txt","documents/7-Zip/Lang/eu.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ext.txt","documents/7-Zip/Lang/ext.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","fa.txt","documents/7-Zip/Lang/fa.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","fi.txt","documents/7-Zip/Lang/fi.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","fr.txt","documents/7-Zip/Lang/fr.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","fur.txt","documents/7-Zip/Lang/fur.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","fy.txt","documents/7-Zip/Lang/fy.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ga.txt","documents/7-Zip/Lang/ga.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","gl.txt","documents/7-Zip/Lang/gl.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","gu.txt","documents/7-Zip/Lang/gu.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","he.txt","documents/7-Zip/Lang/he.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","hi.txt","documents/7-Zip/Lang/hi.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","hr.txt","documents/7-Zip/Lang/hr.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","hu.txt","documents/7-Zip/Lang/hu.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","hy.txt","documents/7-Zip/Lang/hy.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","id.txt","documents/7-Zip/Lang/id.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","io.txt","documents/7-Zip/Lang/io.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","is.txt","documents/7-Zip/Lang/is.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","it.txt","documents/7-Zip/Lang/it.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ja.txt","documents/7-Zip/Lang/ja.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ka.txt","documents/7-Zip/Lang/ka.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","kaa.txt","documents/7-Zip/Lang/kaa.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","kab.txt","documents/7-Zip/Lang/kab.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","kk.txt","documents/7-Zip/Lang/kk.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ko.txt","documents/7-Zip/Lang/ko.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ku-ckb.txt","documents/7-Zip/Lang/ku-ckb.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ku.txt","documents/7-Zip/Lang/ku.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ky.txt","documents/7-Zip/Lang/ky.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","lij.txt","documents/7-Zip/Lang/lij.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","lt.txt","documents/7-Zip/Lang/lt.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","lv.txt","documents/7-Zip/Lang/lv.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","mk.txt","documents/7-Zip/Lang/mk.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","mn.txt","documents/7-Zip/Lang/mn.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","mng.txt","documents/7-Zip/Lang/mng.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","mng2.txt","documents/7-Zip/Lang/mng2.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","mr.txt","documents/7-Zip/Lang/mr.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ms.txt","documents/7-Zip/Lang/ms.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","nb.txt","documents/7-Zip/Lang/nb.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ne.txt","documents/7-Zip/Lang/ne.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","nl.txt","documents/7-Zip/Lang/nl.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","nn.txt","documents/7-Zip/Lang/nn.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","pa-in.txt","documents/7-Zip/Lang/pa-in.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","pl.txt","documents/7-Zip/Lang/pl.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ps.txt","documents/7-Zip/Lang/ps.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","pt-br.txt","documents/7-Zip/Lang/pt-br.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","pt.txt","documents/7-Zip/Lang/pt.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ro.txt","documents/7-Zip/Lang/ro.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ru.txt","documents/7-Zip/Lang/ru.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","sa.txt","documents/7-Zip/Lang/sa.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","si.txt","documents/7-Zip/Lang/si.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","sk.txt","documents/7-Zip/Lang/sk.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","sl.txt","documents/7-Zip/Lang/sl.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","sq.txt","documents/7-Zip/Lang/sq.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","sr-spc.txt","documents/7-Zip/Lang/sr-spc.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","sr-spl.txt","documents/7-Zip/Lang/sr-spl.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","sv.txt","documents/7-Zip/Lang/sv.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ta.txt","documents/7-Zip/Lang/ta.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","th.txt","documents/7-Zip/Lang/th.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","tr.txt","documents/7-Zip/Lang/tr.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","tt.txt","documents/7-Zip/Lang/tt.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","ug.txt","documents/7-Zip/Lang/ug.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","uk.txt","documents/7-Zip/Lang/uk.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","uz.txt","documents/7-Zip/Lang/uz.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","va.txt","documents/7-Zip/Lang/va.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","vi.txt","documents/7-Zip/Lang/vi.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","yo.txt","documents/7-Zip/Lang/yo.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","zh-cn.txt","documents/7-Zip/Lang/zh-cn.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","zh-tw.txt","documents/7-Zip/Lang/zh-tw.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","License.txt","documents/7-Zip/License.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","readme.txt","documents/7-Zip/readme.txt","Yes","10 January, 2023 03:55 PM","Verified match on the blockchain.",""
"Dev Test","Yes","BoldCondensed-3MainStreet-compressed.pdf","documents/BoldCondensed-3MainStreet-compressed.pdf","Yes","23 December, 2022 10:17 AM","Verified match on the blockchain.",""
"Dev Test","Yes","BoldEnlarged-3MainStreet-compressed.pdf","documents/BoldEnlarged-3MainStreet-compressed.pdf","Yes","23 December, 2022 10:18 AM","Verified match on the blockchain.",""
"Dev Test","Yes","BoldExpanded-3MainStreet-compressed.pdf","documents/BoldExpanded-3MainStreet-compressed.pdf","Yes","23 December, 2022 10:18 AM","Verified match on the blockchain.",""
"Dev Test","Yes","archivementcertificate.jpg","documents/dev/archivementcertificate.jpg","Yes","11 January, 2023 01:47 PM","Verified match on the blockchain.",""
"Dev Test","Yes","dev1.pdf","documents/dev/dev1.pdf","Yes","06 January, 2023 01:22 PM","Verified match on the blockchain.",""
"dev","No","dev2.pdf","documents/dev/dev2.pdf","Yes","11 January, 2023 01:05 PM","Verified match on the blockchain.",""
"dev","No","membership_certificate.jpg","documents/dev/membership_certificate.jpg","Yes","11 January, 2023 01:40 PM","Verified match on the blockchain.",""
